0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22862.00,23729.00,22436.00,23746.00,25906.00,24806.00,24543.00,25507.00,26468.00,22905.00
51922.00,55360.00,53953.00,57184.00,58315.00,57620.00,60117.00,61362.00,57700.00,59718.00
38.00,39.00,39.00,39.00,41.00,40.00,41.00,39.00,40.00,41.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22063.00,25691.00,23155.00,24402.00,24011.00,26050.00,26529.00,25260.00,24835.00,23040.00
55749.00,60608.00,58036.00,56336.00,56630.00,60163.00,61652.00,60486.00,55996.00,57726.00
37.00,41.00,40.00,37.00,37.00,40.00,40.00,39.00,41.00,44.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24588.00,25863.00,22955.00,27592.00,24266.00,26193.00,27379.00,25105.00,25263.00,25910.00
60129.00,61732.00,56557.00,56924.00,55806.00,57950.00,40367.00,59297.00,56292.00,64700.00
25.00,27.00,24.00,25.00,25.00,26.00,26.00,28.00,24.00,26.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
24416.00,24058.00,26215.00,24716.00,24563.00,24658.00,27733.00,25422.00,23889.00,24120.00
39698.00,37670.00,19957.00,41031.00,36793.00,41148.00,41747.00,39272.00,40774.00,37793.00
13.00,13.00,12.00,12.00,13.00,12.00,13.00,12.00,12.00,13.00
